1001.12	31.3893	11.4195	1.22188
1001.59	29.9512	18.1317	-1.55248
1002.05	29.4301	20.1995	-0.30699
1002.51	29.8188	20.9529	1.0265
1002.98	30.5648	19.7044	2.25371
1003.44	31.2062	17.127	3.41677
1003.9	31.6961	14.4982	4.32731
1004.37	31.6308	12.0612	5.72517
1004.83	30.8523	9.8175	7.30114
1005.3	28.8907	7.72759	8.34583
1005.76	26.7437	5.88202	8.57096
1006.22	24.6049	4.21612	7.86156
1006.69	22.7806	2.71764	6.71271
1007.15	21.8888	1.42336	5.49912
1007.61	21.6337	0.2628	4.3178
1008.08	21.8355	-0.7964	3.15519
1008.54	22.4111	-1.73246	2.0751
1009	23.4216	-2.40294	0.95299
1009.47	24.5696	-2.94894	0.20067
1009.93	25.904	-3.33073	-0.54841
1010.39	27.1208	-3.50647	-0.85172
1010.86	28.1841	-3.5697	-1.0571
1011.32	29.259	-3.49787	-1.19432
1011.78	30.0249	-3.24742	-1.21053
1012.25	30.1897	-2.90946	-1.18023
1012.71	29.7026	-2.42872	-1.12041
1013.17	28.2382	-1.8661	-1.02873
1013.64	25.3068	-1.22955	-0.89051
1014.1	20.8621	-0.54712	-0.75335
1014.56	16.251	0.11886	-0.56687
1015.02	11.8629	0.53902	-0.60465
1015.49	8.5944	0.99967	-0.57772
1015.95	6.59238	1.44424	-0.652
1016.41	5.2981	1.48622	-0.7397
1016.88	4.9433	1.17817	-0.93812
1017.34	5.48379	0.09408	-1.20236
1017.8	6.54501	0.68771	-1.39964
1018.26	7.84167	3.33171	-1.61343
1018.73	9.22364	3.90594	-1.76026
1019.19	10.1661	4.51014	-1.91305
1019.65	10.8417	5.87441	-1.85507
1020.12	11.6604	6.42102	-1.95535
1020.58	12.3487	5.07168	-2.06497
1021.04	12.7551	4.4118	-2.46705
1021.5	13.1682	4.18872	-2.94594
1021.97	13.4152	3.85523	-3.54131
1022.43	13.6452	3.23169	-1.24037
1022.89	13.9413	2.31905	-3.69318
1023.35	14.3227	0.6406	-6.29379
1023.81	14.8733	-1.29528	-9.41161
1024.28	15.4372	-3.25288	-12.544
1024.74	16.6789	-4.06994	-14.5822
1025.2	18.26	-5.35643	-17.3619
1025.66	18.7849	-3.26668	-10.6974
1026.13	18.8669	-1.10495	11.9472
1026.59	18.4082	1.3697	20.3462
1027.05	17.1578	3.43476	20.2264
1027.51	15.2731	4.2648	5.96703
1027.97	12.829	4.18268	-1.30121
1028.43	10.3696	3.58844	-1.14845
1028.9	3.05044	2.55116	-2.69927
1029.36	7.27507	1.31134	-4.17761
1029.82	10.3202	-0.25442	-4.23787
1030.28	12.2932	-1.17168	-3.88723
1030.74	12.6256	-2.12645	-3.32692
1031.21	11.9082	-3.04791	-2.35119
1031.67	10.2562	-3.97054	-2.15712
1032.13	7.99454	-4.82668	-2.15148
1032.59	5.20574	-5.80978	-2.26137
1033.05	3.57655	-6.73694	-2.36078
1033.51	3.64863	-7.99426	-2.51656
1033.97	5.49381	-7.98976	-2.81577
1034.44	-0.56143	-7.33342	-2.79658
1034.9	0.61692	-5.96305	-2.76693
1035.36	1.04366	-3.50888	-2.30116
1035.82	1.81583	-0.91665	-1.99262
1036.28	2.32095	1.1622	-1.68506
1036.74	2.35997	2.99993	-1.3514
1037.21	1.97949	3.93202	-0.85433
1037.67	1.04816	4.24636	-0.38497
1038.13	-0.13638	3.64207	0.11078
1038.59	-1.73052	1.67395	0.56103
1039.05	-3.43092	-2.22398	0.96878
1039.51	-5.38013	-2.07169	1.5875
1039.97	-7.4187	-1.62322	1.68061
1040.43	-9.25757	-0.73063	1.64669
1040.89	-11.1177	0.33476	1.26959
1041.36	-12.6372	2.73891	0.83771
1041.82	-13.782	3.95163	0.32419
1042.28	-14.2977	5.36963	-0.31017
1042.74	-14.0145	6.05432	-1.01606
1043.2	-12.3944	6.21449	-1.74777
1043.66	-9.92213	5.62592	-2.34187
1044.12	-5.67409	4.13727	-3.04439
1044.58	-3.96398	1.31669	-3.70028
1045.04	-2.52106	-0.30184	-4.38051
1045.5	-2.1228	-1.07299	-5.00276
1045.96	-2.76622	-1.35588	-5.6976
1046.42	-3.68159	-1.5814	-6.2365
1046.88	-4.61554	-1.39109	-6.96678
1047.35	-5.32839	-1.2589	-7.56421
1047.8	-5.707	-1.15246	-7.985
1048.27	-5.81251	-1.02158	-8.32036
1048.73	-5.69016	-1.06423	-7.96327
1049.19	-5.23368	-1.14907	-6.35129
1049.65	-4.59436	-1.39955	-4.50002
1050.11	-3.75321	-1.84294	-2.65294
1050.57	-2.00642	-2.56598	-0.43876
1051.03	-0.26687	-3.26095	1.8781
1051.49	1.0181	-3.92155	3.94304
1051.95	0.95532	-4.59909	5.85621
1052.41	0.86142	-5.62432	7.37645
1052.87	0.55495	-5.83559	8.54946
1053.33	0.21103	-5.11904	8.87104
1053.79	-0.26071	-4.50875	8.87782
1054.25	-0.65096	-3.93438	8.60574
1054.71	-0.79712	-3.35215	7.83616
1055.17	-1.35005	-2.91245	6.72504
1055.63	-1.8862	-2.08931	5.32427
1056.09	-2.59275	-1.33122	3.70767
1056.55	-3.01883	-0.54466	2.04422
1057.01	-3.23106	0.12889	0.32972
1057.47	-3.16615	0.7147	-1.1749
1057.93	-2.72827	0.85932	-2.31393
1058.39	-2.25026	0.08426	-3.27391
1058.85	-1.72484	-0.65602	-3.97022
1059.31	-1.27104	-1.61991	-4.24018
1059.77	-1.16272	-2.68652	-4.14065
1060.23	-0.87051	-3.38994	-3.70021
1060.69	-0.82325	-4.14783	-3.14065
1061.14	-0.91128	-4.57292	-2.4195
1061.6	-1.0444	-4.67812	-1.84188
1062.06	-1.37403	-4.47295	-0.61914
1062.52	-0.93695	-4.77377	1.00807
1062.98	-0.03604	-5.34	2.65772
1063.44	0.97366	-4.96976	4.2557
1063.9	1.67732	-4.32341	5.42698
1064.36	1.57799	-3.96391	5.31307
1064.82	0.77778	-3.72397	4.63505
1065.28	-0.21422	-3.77006	3.74797
1065.74	-1.05144	-4.04166	2.3347
1066.2	-1.69598	-4.50707	1.29932
1066.66	-2.17886	-5.12713	0.70643
1067.12	-1.9712	-6.02793	0.01856
1067.57	-1.70291	-7.18285	-0.86374
1068.03	-1.34912	-8.51496	-2.75945
1068.49	-0.82211	-10.2084	-4.78566
1068.95	-0.0605	-11.8191	-6.7282
1069.41	0.84265	-13.2876	-7.88436
1069.87	1.88733	-13.825	-7.85706
1070.33	2.81823	-13.9262	-6.9171
1070.79	4.31065	-13.2759	-5.44759
1071.25	5.92347	-12.0874	-3.57691
1071.7	7.58917	-10.256	-1.13927
1072.16	9.32373	-7.61233	1.36692
1072.62	10.7922	-4.06558	3.3823
1073.08	11.5001	-2.44564	4.91976
1073.54	11.2976	-1.14828	6.08416
1074	11.3022	0.16679	6.81274
1074.46	11.0741	1.77452	6.69973
1074.91	10.6342	3.24008	6.0568
1075.37	10.6474	4.46797	4.98206
1075.83	10.9898	5.50847	3.54263
1076.29	11.1076	6.20849	1.07311
1076.75	10.6839	6.11241	-1.47169
1077.21	9.98092	5.63807	-4.10198
1077.66	8.50475	4.91988	-6.09979
1078.12	6.08705	4.12191	-7.81009
1078.58	3.56288	3.81763	-7.94445
1079.04	1.0473	3.52143	-7.33013
1079.5	-1.63937	3.2803	-6.16124
1079.96	-2.6172	3.19899	-4.34071
1080.41	-2.56261	2.5351	-2.0859
1080.87	-2.2767	1.76663	-0.1023
1081.33	-2.11247	0.79907	2.35372
1081.79	-2.67561	-0.12414	5.14221
1082.24	-2.77294	-1.00268	7.66898
1082.7	-2.54619	-1.74994	9.83182
1083.16	-1.92837	-1.86166	11.2569
1083.62	-0.96089	-1.95429	11.7388
1084.08	-3.03537	-1.7344	10.9551
1084.53	-3.19445	-1.42106	9.72063
1084.99	-1.85221	-0.68352	7.08013
1085.45	-0.30724	-0.28425	4.21922
1085.91	0.37939	0.21878	1.28816
1086.36	0.43386	0.62047	0.05868
1086.82	1.06255	1.33137	-0.01363
1087.28	3.26289	2.40723	0.84916
1087.74	7.28926	3.93811	0.76116
1088.19	16.471	6.34235	0.66963
1088.65	20.4876	8.78045	0.59961
1089.11	23.7246	11.2393	1.11166
1089.57	26.0701	13.3595	2.93167
1090.02	27.0785	13.7481	7.2915
1090.48	26.8749	14.2794	9.12208
1090.94	25.3887	14.6132	10.9515
1091.4	21.3602	15.5065	12.7683
1091.85	16.5868	15.0692	14.7739
1092.31	14.4173	14.4781	16.4418
1092.77	12.7172	13.6862	17.909
1093.22	11.4997	12.8739	19.1593
1093.68	10.8611	12.0277	19.5406
1094.14	10.6297	11.4731	19.5391
1094.6	11.6326	10.8342	19.3712
1095.05	13.774	10.0928	18.9407
1095.51	13.0026	9.39213	18.3728
1095.97	11.8969	8.62496	17.76
1096.42	10.6736	7.83372	17.157
1096.88	9.71808	7.09807	16.8098
